fecha;siglas;grupo_edad;hombres;mujeres;enfermos
2020-07-20;SO;30-39;190;305;495
2020-07-20;AV;40-49;418;598;1016
2020-07-20;LE;40-49;851;1329;2180
2020-07-20;PA;40-49;363;457;820
2020-07-20;CyL;40-49;5624;8145;13769
2020-07-20;AV;50-59;406;662;1068
2020-07-20;SE;50-59;731;1159;1890
2020-07-20;AV;60-69;367;439;806
2020-07-20;LE;60-69;748;939;1687
2020-07-20;VA;60-69;741;974;1715
2020-07-20;ZA;60-69;225;260;485
2020-07-20;AV;70-79;276;298;574
2020-07-20;SO;70-79;171;163;334
2020-07-20;VA;70-79;563;639;1202
2020-07-20;ZA;70-79;159;153;312
2020-07-20;AV;>80;398;641;1039
2020-07-20;BU;>80;567;988;1555
2020-07-20;VA;>80;660;1338;1998
2020-07-20;AV;0-9;133;118;251
2020-07-20;SA;0-9;288;323;611
2020-07-20;SE;0-9;167;149;316
2020-07-20;SO;0-9;79;61;140
2020-07-20;CyL;0-9;1956;1741;3697
2020-07-20;SA;10-19;222;235;457
2020-07-20;SE;10-19;129;123;252
2020-07-20;ZA;10-19;76;87;163
2020-07-20;CyL;10-19;1466;1437;2903
2020-07-20;BU;20-29;424;529;953
2020-07-20;SE;20-29;235;346;581
2020-07-20;SO;20-29;144;209;353
2020-07-20;AV;30-39;286;398;684
2020-07-20;VA;30-39;783;1162;1945
2020-07-20;BU;40-49;965;1238;2203
2020-07-20;SO;40-49;286;483;769
2020-07-20;VA;40-49;1115;1632;2747
2020-07-20;ZA;40-49;217;331;548
2020-07-20;CyL;50-59;5711;8771;14482
2020-07-20;BU;60-69;587;720;1307
2020-07-20;PA;60-69;295;332;627
2020-07-20;SA;60-69;745;899;1644
2020-07-20;CyL;60-69;4567;5573;10140
2020-07-20;LE;70-79;631;565;1196
2020-07-20;PA;70-79;195;217;412
2020-07-20;SE;70-79;405;407;812
2020-07-20;CyL;70-79;3324;3410;6734
2020-07-20;PA;>80;221;423;644
2020-07-20;ZA;>80;221;345;566
2020-07-20;LE;0-9;264;237;501
2020-07-20;PA;0-9;82;51;133
2020-07-20;VA;0-9;485;423;908
2020-07-20;ZA;0-9;209;196;405
2020-07-20;AV;10-19;128;96;224
2020-07-20;BU;10-19;221;218;439
2020-07-20;LE;10-19;208;212;420
2020-07-20;PA;10-19;95;81;176
2020-07-20;AV;20-29;174;218;392
2020-07-20;LE;20-29;371;484;855
2020-07-20;PA;20-29;162;189;351
2020-07-20;LE;30-39;572;932;1504
2020-07-20;PA;30-39;252;333;585
2020-07-20;SA;30-39;609;917;1526
2020-07-20;ZA;30-39;135;213;348
2020-07-20;CyL;30-39;3846;5674;9520
2020-07-20;SA;40-49;831;1209;2040
2020-07-20;SE;40-49;578;868;1446
2020-07-20;BU;50-59;853;1254;2107
2020-07-20;LE;50-59;862;1312;2174
2020-07-20;PA;50-59;354;490;844
2020-07-20;SA;50-59;970;1476;2446
2020-07-20;SO;50-59;344;574;918
2020-07-20;VA;50-59;949;1466;2415
2020-07-20;ZA;50-59;242;378;620
2020-07-20;SE;60-69;597;675;1272
2020-07-20;SO;60-69;262;335;597
2020-07-20;BU;70-79;414;401;815
2020-07-20;SA;70-79;510;567;1077
2020-07-20;LE;>80;769;1364;2133
2020-07-20;SA;>80;746;1316;2062
2020-07-20;SE;>80;620;989;1609
2020-07-20;SO;>80;368;644;1012
2020-07-20;CyL;>80;4570;8048;12618
2020-07-19;AV;0-9;132;118;250
2020-07-19;BU;0-9;247;187;434
2020-07-19;ZA;0-9;209;194;403
2020-07-19;CyL;0-9;1943;1743;3686
2020-07-19;BU;10-19;219;212;431
2020-07-19;LE;10-19;209;211;420
2020-07-19;PA;10-19;96;81;177
2020-07-19;SA;10-19;220;234;454
2020-07-19;SO;10-19;67;60;127
2020-07-19;CyL;10-19;1458;1424;2882
2020-07-19;AV;20-29;174;218;392
2020-07-19;BU;20-29;418;526;944
2020-07-19;VA;20-29;495;699;1194
2020-07-19;ZA;20-29;87;113;200
2020-07-19;CyL;20-29;2482;3316;5798
2020-07-19;BU;30-39;660;879;1539
2020-07-19;PA;30-39;252;334;586
2020-07-19;SA;30-39;609;916;1525
2020-07-19;SO;30-39;189;304;493
2020-07-19;LE;40-49;850;1328;2178
2020-07-19;PA;40-49;361;458;819
2020-07-19;SE;40-49;577;866;1443
2020-07-19;SO;40-49;286;485;771
2020-07-19;ZA;40-49;215;331;546
2020-07-19;CyL;40-49;5611;8137;13748
2020-07-19;BU;50-59;851;1253;2104
2020-07-19;PA;50-59;355;490;845
2020-07-19;SE;50-59;730;1159;1889
2020-07-19;ZA;50-59;242;379;621
2020-07-19;VA;60-69;741;974;1715
2020-07-19;CyL;60-69;4565;5569;10134
2020-07-19;SA;70-79;510;565;1075
2020-07-19;PA;>80;221;423;644
2020-07-19;SO;>80;367;644;1011
2020-07-19;ZA;>80;221;345;566
2020-07-19;CyL;>80;4567;8047;12614
2020-07-19;LE;0-9;260;237;497
2020-07-19;PA;0-9;83;50;133
2020-07-19;SE;0-9;164;151;315
2020-07-19;VA;0-9;483;425;908
2020-07-19;VA;10-19;316;321;637
2020-07-19;PA;20-29;162;189;351
2020-07-19;SO;20-29;145;205;350
2020-07-19;LE;30-39;571;930;1501
2020-07-19;VA;30-39;782;1162;1944
2020-07-19;ZA;30-39;135;213;348
2020-07-19;CyL;30-39;3844;5666;9510
2020-07-19;AV;40-49;418;596;1014
2020-07-19;LE;50-59;860;1311;2171
2020-07-19;CyL;50-59;5704;8765;14469
2020-07-19;AV;60-69;369;438;807
2020-07-19;PA;60-69;294;332;626
2020-07-19;SO;60-69;261;335;596
2020-07-19;ZA;60-69;225;259;484
2020-07-19;SE;70-79;405;405;810
2020-07-19;SO;70-79;168;163;331
2020-07-19;VA;70-79;563;638;1201
2020-07-19;AV;>80;397;641;1038
2020-07-19;BU;>80;569;986;1555
2020-07-19;LE;>80;766;1363;2129
2020-07-19;SA;>80;745;1316;2061
2020-07-19;VA;>80;659;1339;1998
2020-07-19;SA;0-9;287;321;608
2020-07-19;SO;0-9;78;60;138
2020-07-19;AV;10-19;128;96;224
2020-07-19;SE;10-19;127;121;248
2020-07-19;ZA;10-19;76;88;164
2020-07-19;LE;20-29;369;484;853
2020-07-19;SA;20-29;397;538;935
2020-07-19;SE;20-29;235;344;579
2020-07-19;AV;30-39;286;397;683
2020-07-19;SE;30-39;360;531;891
2020-07-19;BU;40-49;963;1235;2198
2020-07-19;SA;40-49;830;1209;2039
2020-07-19;VA;40-49;1111;1629;2740
2020-07-19;AV;50-59;406;661;1067
2020-07-19;SA;50-59;970;1475;2445
2020-07-19;SO;50-59;343;574;917
2020-07-19;VA;50-59;947;1463;2410
2020-07-19;BU;60-69;587;719;1306
2020-07-19;LE;60-69;748;937;1685
2020-07-19;SA;60-69;744;900;1644
2020-07-19;SE;60-69;596;675;1271
2020-07-19;AV;70-79;276;295;571
2020-07-19;BU;70-79;414;400;814
2020-07-19;LE;70-79;631;565;1196
2020-07-19;PA;70-79;196;219;415
2020-07-19;ZA;70-79;160;153;313
2020-07-19;CyL;70-79;3323;3403;6726
2020-07-19;SE;>80;622;990;1612
2020-07-16;VA;0-9;481;423;904
2020-07-16;ZA;0-9;207;194;401
2020-07-16;SE;10-19;126;119;245
2020-07-16;SO;10-19;65;58;123
2020-07-16;VA;10-19;318;321;639
2020-07-16;BU;20-29;409;526;935
2020-07-16;PA;20-29;161;187;348
2020-07-16;SE;20-29;236;343;579
2020-07-16;SO;20-29;144;205;349
2020-07-16;AV;30-39;283;397;680
2020-07-16;LE;30-39;567;925;1492
2020-07-16;PA;30-39;252;331;583
2020-07-16;SA;30-39;610;915;1525
2020-07-16;VA;30-39;779;1158;1937
2020-07-16;ZA;30-39;134;213;347
2020-07-16;AV;40-49;418;595;1013
2020-07-16;SA;40-49;830;1208;2038
2020-07-16;SE;40-49;576;863;1439
2020-07-16;LE;50-59;859;1307;2166
2020-07-16;SE;50-59;729;1158;1887
2020-07-16;SO;50-59;342;570;912
2020-07-16;VA;50-59;942;1460;2402
2020-07-16;BU;60-69;584;719;1303
2020-07-16;LE;60-69;747;934;1681
2020-07-16;SA;60-69;743;899;1642
2020-07-16;VA;60-69;736;973;1709
2020-07-16;CyL;60-69;4553;5559;10112
2020-07-16;BU;70-79;412;396;808
2020-07-16;PA;70-79;195;218;413
2020-07-16;VA;70-79;564;637;1201
2020-07-16;CyL;70-79;3315;3391;6706
2020-07-16;AV;>80;396;640;1036
2020-07-16;BU;>80;564;984;1548
2020-07-16;LE;>80;763;1360;2123
2020-07-16;SO;>80;367;644;1011
2020-07-16;VA;>80;657;1337;1994
2020-07-16;AV;0-9;132;117;249
2020-07-16;LE;0-9;260;237;497
2020-07-16;SA;0-9;286;318;604
2020-07-16;SE;0-9;162;148;310
2020-07-16;LE;20-29;366;484;850
2020-07-16;VA;20-29;492;695;1187
2020-07-16;ZA;20-29;87;113;200
2020-07-16;CyL;20-29;2463;3310;5773
2020-07-16;CyL;30-39;3825;5647;9472
2020-07-16;BU;40-49;960;1234;2194
2020-07-16;LE;40-49;847;1325;2172
2020-07-16;SO;40-49;283;480;763
2020-07-16;VA;40-49;1107;1624;2731
2020-07-16;AV;50-59;405;660;1065
2020-07-16;PA;50-59;356;490;846
2020-07-16;AV;60-69;369;436;805
2020-07-16;PA;60-69;294;332;626
2020-07-16;SE;60-69;597;674;1271
2020-07-16;AV;70-79;275;295;570
2020-07-16;LE;70-79;629;565;1194
2020-07-16;SA;70-79;509;564;1073
2020-07-16;SE;70-79;403;402;805
2020-07-16;SE;>80;615;981;1596
2020-07-16;ZA;>80;221;346;567
2020-07-16;CyL;>80;4549;8032;12581
2020-07-16;BU;0-9;248;181;429
2020-07-16;PA;0-9;84;49;133
2020-07-16;SO;0-9;79;60;139
2020-07-16;CyL;0-9;1939;1727;3666
2020-07-16;AV;10-19;125;96;221
2020-07-16;BU;10-19;217;206;423
2020-07-16;LE;10-19;204;210;414
2020-07-16;PA;10-19;95;79;174
2020-07-16;SA;10-19;217;233;450
2020-07-16;ZA;10-19;76;86;162
2020-07-16;CyL;10-19;1443;1408;2851
2020-07-16;AV;20-29;173;218;391
2020-07-16;SA;20-29;395;539;934
2020-07-16;BU;30-39;652;872;1524
2020-07-16;SE;30-39;359;532;891
2020-07-16;SO;30-39;189;304;493
2020-07-16;PA;40-49;364;457;821
2020-07-16;ZA;40-49;215;330;545
2020-07-16;CyL;40-49;5600;8116;13716
2020-07-16;BU;50-59;849;1249;2098
2020-07-16;SA;50-59;970;1475;2445
2020-07-16;ZA;50-59;242;379;621
2020-07-16;CyL;50-59;5694;8748;14442
2020-07-16;SO;60-69;259;334;593
2020-07-16;ZA;60-69;224;258;482
2020-07-16;SO;70-79;168;161;329
2020-07-16;ZA;70-79;160;153;313
2020-07-16;PA;>80;221;424;645
2020-07-16;SA;>80;745;1316;2061
2020-07-15;SO;0-9;79;60;139
2020-07-15;CyL;0-9;1943;1725;3668
2020-07-15;SA;10-19;217;233;450
2020-07-15;ZA;10-19;76;85;161
2020-07-15;CyL;10-19;1440;1405;2845
2020-07-15;AV;20-29;172;218;390
2020-07-15;LE;20-29;365;482;847
2020-07-15;SE;20-29;234;342;576
2020-07-15;SA;30-39;608;914;1522
2020-07-15;SO;30-39;188;305;493
2020-07-15;VA;30-39;779;1156;1935
2020-07-15;ZA;30-39;134;214;348
2020-07-15;SA;40-49;831;1208;2039
2020-07-15;ZA;40-49;215;330;545
2020-07-15;SE;50-59;725;1158;1883
2020-07-15;SO;50-59;340;569;909
2020-07-15;VA;50-59;940;1456;2396
2020-07-15;AV;60-69;370;436;806
2020-07-15;SE;60-69;597;674;1271
2020-07-15;ZA;60-69;224;258;482
2020-07-15;CyL;60-69;4548;5553;10101
2020-07-15;AV;70-79;275;295;570
2020-07-15;LE;70-79;629;563;1192
2020-07-15;PA;70-79;195;218;413
2020-07-15;VA;70-79;564;637;1201
2020-07-15;BU;>80;565;983;1548
2020-07-15;AV;0-9;132;117;249
2020-07-15;PA;0-9;84;49;133
2020-07-15;SA;0-9;286;318;604
2020-07-15;SE;0-9;164;147;311
2020-07-15;ZA;0-9;207;194;401
2020-07-15;LE;10-19;204;210;414
2020-07-15;PA;10-19;95;78;173
2020-07-15;SO;10-19;64;58;122
2020-07-15;BU;20-29;410;525;935
2020-07-15;VA;20-29;491;692;1183
2020-07-15;ZA;20-29;86;113;199
2020-07-15;CyL;20-29;2456;3301;5757
2020-07-15;AV;30-39;283;397;680
2020-07-15;BU;30-39;653;869;1522
2020-07-15;LE;30-39;566;923;1489
2020-07-15;PA;30-39;252;329;581
2020-07-15;CyL;30-39;3820;5637;9457
2020-07-15;SO;40-49;284;479;763
2020-07-15;VA;40-49;1107;1622;2729
2020-07-15;CyL;40-49;5602;8106;13708
2020-07-15;AV;50-59;405;660;1065
2020-07-15;BU;50-59;851;1249;2100
2020-07-15;PA;50-59;355;489;844
2020-07-15;ZA;50-59;242;380;622
2020-07-15;PA;60-69;291;333;624
2020-07-15;VA;60-69;733;972;1705
2020-07-15;SA;70-79;506;563;1069
2020-07-15;SE;70-79;403;398;801
2020-07-15;SO;70-79;168;161;329
2020-07-15;VA;>80;658;1337;1995
2020-07-15;BU;0-9;252;183;435
2020-07-15;LE;0-9;261;235;496
2020-07-15;VA;0-9;478;422;900
2020-07-15;AV;10-19;125;95;220
2020-07-15;BU;10-19;218;206;424
2020-07-15;SE;10-19;124;119;243
2020-07-15;VA;10-19;317;321;638
2020-07-15;PA;20-29;160;187;347
2020-07-15;SA;20-29;394;539;933
2020-07-15;SO;20-29;144;203;347
2020-07-15;SE;30-39;357;530;887
2020-07-15;AV;40-49;418;595;1013
2020-07-15;BU;40-49;961;1234;2195
2020-07-15;LE;40-49;847;1321;2168
2020-07-15;PA;40-49;363;457;820
2020-07-15;SE;40-49;576;860;1436
2020-07-15;LE;50-59;858;1307;2165
2020-07-15;SA;50-59;970;1475;2445
2020-07-15;CyL;50-59;5686;8743;14429
2020-07-15;BU;60-69;586;718;1304
2020-07-15;LE;60-69;745;934;1679
2020-07-15;SA;60-69;743;895;1638
2020-07-15;SO;60-69;259;333;592
2020-07-15;BU;70-79;414;395;809
2020-07-15;ZA;70-79;160;154;314
2020-07-15;CyL;70-79;3314;3384;6698
2020-07-15;AV;>80;395;641;1036
2020-07-15;LE;>80;763;1360;2123
2020-07-15;PA;>80;221;421;642
2020-07-15;SA;>80;744;1313;2057
2020-07-15;SE;>80;614;975;1589
2020-07-15;SO;>80;365;644;1009
2020-07-15;ZA;>80;221;346;567
2020-07-15;CyL;>80;4546;8020;12566
2020-07-14;AV;0-9;132;118;250
2020-07-14;BU;0-9;250;177;427
2020-07-14;SO;0-9;78;60;138
2020-07-14;CyL;0-9;1940;1721;3661
2020-07-14;ZA;10-19;76;85;161
2020-07-14;AV;20-29;172;217;389
2020-07-14;LE;20-29;364;482;846
2020-07-14;SE;20-29;233;342;575
2020-07-14;VA;20-29;492;689;1181
2020-07-14;AV;30-39;283;397;680
2020-07-14;SA;30-39;608;914;1522
2020-07-14;SE;30-39;354;529;883
2020-07-14;BU;40-49;960;1235;2195
2020-07-14;SA;40-49;832;1207;2039
2020-07-14;PA;50-59;355;488;843
2020-07-14;LE;60-69;744;932;1676
2020-07-14;PA;60-69;291;332;623
2020-07-14;SA;60-69;741;894;1635
2020-07-14;ZA;60-69;224;258;482
2020-07-14;SA;70-79;506;563;1069
2020-07-14;SE;70-79;404;396;800
2020-07-14;LE;>80;762;1360;2122
2020-07-14;SA;>80;744;1313;2057
2020-07-14;LE;0-9;260;235;495
2020-07-14;PA;0-9;84;50;134
2020-07-14;SE;0-9;165;146;311
2020-07-14;ZA;0-9;206;194;400
2020-07-14;LE;10-19;200;209;409
2020-07-14;SA;10-19;217;233;450
2020-07-14;SE;10-19;121;120;241
2020-07-14;VA;10-19;314;318;632
2020-07-14;CyL;10-19;1429;1404;2833
2020-07-14;SO;20-29;142;200;342
2020-07-14;ZA;20-29;86;114;200
2020-07-14;LE;30-39;563;922;1485
2020-07-14;SO;30-39;187;304;491
2020-07-14;VA;30-39;778;1154;1932
2020-07-14;LE;40-49;847;1321;2168
2020-07-14;PA;40-49;361;454;815
2020-07-14;VA;40-49;1109;1620;2729
2020-07-14;BU;50-59;849;1250;2099
2020-07-14;SA;50-59;968;1475;2443
2020-07-14;SE;50-59;727;1156;1883
2020-07-14;SO;50-59;341;570;911
2020-07-14;VA;50-59;937;1456;2393
2020-07-14;ZA;50-59;242;381;623
2020-07-14;SE;60-69;595;672;1267
2020-07-14;VA;60-69;728;971;1699
2020-07-14;BU;70-79;416;397;813
2020-07-14;PA;70-79;195;217;412
2020-07-14;ZA;70-79;159;154;313
2020-07-14;AV;>80;395;640;1035
2020-07-14;BU;>80;562;983;1545
2020-07-14;SO;>80;365;644;1009
2020-07-14;ZA;>80;222;345;567
2020-07-14;SA;0-9;285;318;603
2020-07-14;VA;0-9;480;423;903
2020-07-14;AV;10-19;127;94;221
2020-07-14;BU;10-19;217;211;428
2020-07-14;PA;10-19;94;76;170
2020-07-14;SO;10-19;63;58;121
2020-07-14;BU;20-29;408;526;934
2020-07-14;PA;20-29;158;188;346
2020-07-14;SA;20-29;393;539;932
2020-07-14;CyL;20-29;2448;3297;5745
2020-07-14;BU;30-39;654;867;1521
2020-07-14;PA;30-39;250;329;579
2020-07-14;ZA;30-39;134;214;348
2020-07-14;CyL;30-39;3811;5630;9441
2020-07-14;AV;40-49;418;594;1012
2020-07-14;SE;40-49;574;860;1434
2020-07-14;SO;40-49;283;478;761
2020-07-14;ZA;40-49;215;330;545
2020-07-14;CyL;40-49;5599;8099;13698
2020-07-14;AV;50-59;406;660;1066
2020-07-14;LE;50-59;860;1305;2165
2020-07-14;CyL;50-59;5685;8741;14426
2020-07-14;AV;60-69;370;436;806
2020-07-14;BU;60-69;584;717;1301
2020-07-14;SO;60-69;259;332;591
2020-07-14;CyL;60-69;4536;5544;10080
2020-07-14;AV;70-79;275;295;570
2020-07-14;LE;70-79;628;563;1191
2020-07-14;SO;70-79;168;161;329
2020-07-14;VA;70-79;564;637;1201
2020-07-14;CyL;70-79;3315;3383;6698
2020-07-14;PA;>80;220;420;640
2020-07-14;SE;>80;615;975;1590
2020-07-14;VA;>80;657;1337;1994
2020-07-14;CyL;>80;4542;8017;12559
2020-07-13;LE;0-9;258;232;490
2020-07-13;PA;0-9;82;50;132
2020-07-13;VA;0-9;479;422;901
2020-07-13;ZA;0-9;206;194;400
2020-07-13;ZA;10-19;75;84;159
2020-07-13;PA;20-29;158;185;343
2020-07-13;SA;20-29;393;536;929
2020-07-13;VA;20-29;488;686;1174
2020-07-13;ZA;20-29;86;114;200
2020-07-13;CyL;20-29;2441;3284;5725
2020-07-13;AV;30-39;283;397;680
2020-07-13;SA;30-39;608;913;1521
2020-07-13;VA;30-39;776;1154;1930
2020-07-13;AV;40-49;418;594;1012
2020-07-13;SA;40-49;829;1206;2035
2020-07-13;BU;50-59;847;1246;2093
2020-07-13;LE;50-59;860;1305;2165
2020-07-13;PA;50-59;353;486;839
2020-07-13;SA;50-59;965;1474;2439
2020-07-13;SO;50-59;340;569;909
2020-07-13;SA;60-69;741;893;1634
2020-07-13;CyL;60-69;4534;5536;10070
2020-07-13;LE;70-79;627;562;1189
2020-07-13;SA;70-79;506;563;1069
2020-07-13;SE;70-79;403;394;797
2020-07-13;CyL;70-79;3307;3379;6686
2020-07-13;SA;>80;743;1310;2053
2020-07-13;CyL;>80;4535;8011;12546
2020-07-13;AV;0-9;132;116;248
2020-07-13;SA;0-9;285;318;603
2020-07-13;SO;0-9;78;60;138
2020-07-13;BU;10-19;216;210;426
2020-07-13;PA;10-19;94;75;169
2020-07-13;SE;10-19;121;119;240
2020-07-13;VA;10-19;312;315;627
2020-07-13;BU;20-29;405;525;930
2020-07-13;LE;20-29;363;480;843
2020-07-13;SE;20-29;233;340;573
2020-07-13;BU;30-39;652;863;1515
2020-07-13;PA;30-39;249;329;578
2020-07-13;SO;30-39;186;304;490
2020-07-13;ZA;30-39;132;214;346
2020-07-13;BU;40-49;960;1233;2193
2020-07-13;PA;40-49;361;453;814
2020-07-13;SO;40-49;284;478;762
2020-07-13;VA;40-49;1109;1616;2725
2020-07-13;CyL;40-49;5596;8089;13685
2020-07-13;VA;50-59;937;1457;2394
2020-07-13;ZA;50-59;242;381;623
2020-07-13;BU;60-69;583;714;1297
2020-07-13;LE;60-69;744;932;1676
2020-07-13;SE;60-69;595;672;1267
2020-07-13;SO;60-69;259;331;590
2020-07-13;ZA;60-69;224;258;482
2020-07-13;BU;70-79;413;397;810
2020-07-13;VA;70-79;563;637;1200
2020-07-13;AV;>80;393;639;1032
2020-07-13;LE;>80;762;1359;2121
2020-07-13;VA;>80;655;1340;1995
2020-07-13;BU;0-9;246;178;424
2020-07-13;SE;0-9;163;145;308
2020-07-13;CyL;0-9;1929;1715;3644
2020-07-13;AV;10-19;127;94;221
2020-07-13;LE;10-19;201;207;408
2020-07-13;SA;10-19;217;232;449
2020-07-13;SO;10-19;64;57;121
2020-07-13;CyL;10-19;1427;1393;2820
2020-07-13;AV;20-29;172;218;390
2020-07-13;SO;20-29;143;200;343
2020-07-13;LE;30-39;561;921;1482
2020-07-13;SE;30-39;352;529;881
2020-07-13;CyL;30-39;3799;5624;9423
2020-07-13;LE;40-49;847;1320;2167
2020-07-13;SE;40-49;573;859;1432
2020-07-13;ZA;40-49;215;330;545
2020-07-13;AV;50-59;406;660;1066
2020-07-13;SE;50-59;725;1157;1882
2020-07-13;CyL;50-59;5675;8735;14410
2020-07-13;AV;60-69;370;436;806
2020-07-13;PA;60-69;290;329;619
2020-07-13;VA;60-69;728;971;1699
2020-07-13;AV;70-79;274;294;568
2020-07-13;PA;70-79;195;217;412
2020-07-13;SO;70-79;167;161;328
2020-07-13;ZA;70-79;159;154;313
2020-07-13;BU;>80;562;984;1546
2020-07-13;PA;>80;220;418;638
2020-07-13;SE;>80;613;973;1586
2020-07-13;SO;>80;365;645;1010
2020-07-13;ZA;>80;222;343;565
2020-07-12;AV;0-9;133;115;248
2020-07-12;VA;0-9;477;415;892
2020-07-12;ZA;0-9;206;194;400
2020-07-12;CyL;0-9;1923;1706;3629
2020-07-12;AV;10-19;125;94;219
2020-07-12;BU;10-19;213;207;420
2020-07-12;SE;10-19;122;117;239
2020-07-12;ZA;10-19;75;84;159
2020-07-12;CyL;10-19;1422;1385;2807
2020-07-12;AV;20-29;172;217;389
2020-07-12;BU;20-29;402;524;926
2020-07-12;PA;20-29;159;185;344
2020-07-12;SA;20-29;392;535;927
2020-07-12;CyL;20-29;2435;3274;5709
2020-07-12;BU;30-39;652;859;1511
2020-07-12;LE;40-49;845;1319;2164
2020-07-12;CyL;40-49;5588;8079;13667
2020-07-12;SA;50-59;961;1472;2433
2020-07-12;SE;50-59;724;1154;1878
2020-07-12;ZA;50-59;241;380;621
2020-07-12;AV;60-69;370;436;806
2020-07-12;LE;60-69;745;929;1674
2020-07-12;PA;60-69;290;329;619
2020-07-12;SO;60-69;258;330;588
2020-07-12;AV;70-79;274;292;566
2020-07-12;PA;70-79;196;217;413
2020-07-12;VA;70-79;561;633;1194
2020-07-12;BU;0-9;242;180;422
2020-07-12;SA;0-9;283;316;599
2020-07-12;LE;10-19;201;207;408
2020-07-12;PA;10-19;94;75;169
2020-07-12;SA;10-19;216;231;447
2020-07-12;SE;20-29;233;338;571
2020-07-12;VA;20-29;487;685;1172
2020-07-12;LE;30-39;559;918;1477
2020-07-12;SE;30-39;352;529;881
2020-07-12;ZA;30-39;131;214;345
2020-07-12;AV;40-49;417;593;1010
2020-07-12;BU;40-49;958;1230;2188
2020-07-12;SA;40-49;827;1205;2032
2020-07-12;SE;40-49;574;857;1431
2020-07-12;VA;40-49;1108;1616;2724
2020-07-12;ZA;40-49;216;330;546
2020-07-12;LE;50-59;858;1303;2161
2020-07-12;VA;50-59;935;1455;2390
2020-07-12;CyL;50-59;5664;8726;14390
2020-07-12;BU;60-69;581;711;1292
2020-07-12;SE;60-69;595;668;1263
2020-07-12;VA;60-69;728;971;1699
2020-07-12;CyL;60-69;4531;5524;10055
2020-07-12;BU;70-79;410;393;803
2020-07-12;LE;70-79;624;561;1185
2020-07-12;SA;70-79;505;563;1068
2020-07-12;SE;70-79;403;394;797
2020-07-12;LE;>80;761;1359;2120
2020-07-12;PA;>80;220;415;635
2020-07-12;SA;>80;742;1310;2052
2020-07-12;LE;0-9;258;231;489
2020-07-12;PA;0-9;84;49;133
2020-07-12;SE;0-9;161;146;307
2020-07-12;SO;0-9;79;60;139
2020-07-12;SO;10-19;64;55;119
2020-07-12;VA;10-19;312;315;627
2020-07-12;LE;20-29;361;479;840
2020-07-12;SO;20-29;143;198;341
2020-07-12;ZA;20-29;86;113;199
2020-07-12;AV;30-39;283;398;681
2020-07-12;PA;30-39;250;330;580
2020-07-12;SA;30-39;607;912;1519
2020-07-12;SO;30-39;185;303;488
2020-07-12;VA;30-39;774;1151;1925
2020-07-12;CyL;30-39;3793;5614;9407
2020-07-12;PA;40-49;361;451;812
2020-07-12;SO;40-49;282;478;760
2020-07-12;AV;50-59;405;660;1065
2020-07-12;BU;50-59;847;1245;2092
2020-07-12;PA;50-59;353;488;841
2020-07-12;SO;50-59;340;569;909
2020-07-12;SA;60-69;741;892;1633
2020-07-12;ZA;60-69;223;258;481
2020-07-12;SO;70-79;168;161;329
2020-07-12;ZA;70-79;158;154;312
2020-07-12;CyL;70-79;3299;3368;6667
2020-07-12;AV;>80;393;638;1031
2020-07-12;BU;>80;563;983;1546
2020-07-12;SE;>80;613;970;1583
2020-07-12;SO;>80;365;642;1007
2020-07-12;VA;>80;655;1340;1995
2020-07-12;ZA;>80;222;343;565
2020-07-12;CyL;>80;4534;8000;12534
2020-07-09;AV;0-9;130;114;244
2020-07-09;SA;0-9;283;315;598
2020-07-09;SE;0-9;157;142;299
2020-07-09;VA;0-9;471;408;879
2020-07-09;ZA;0-9;205;192;397
2020-07-09;AV;10-19;123;92;215
2020-07-09;BU;10-19;214;204;418
2020-07-09;SA;10-19;215;231;446
2020-07-09;SE;10-19;123;115;238
2020-07-09;ZA;10-19;75;83;158
2020-07-09;CyL;10-19;1414;1372;2786
2020-07-09;ZA;20-29;86;112;198
2020-07-09;BU;30-39;656;860;1516
2020-07-09;LE;30-39;558;918;1476
2020-07-09;SA;30-39;607;911;1518
2020-07-09;SE;30-39;349;527;876
2020-07-09;VA;30-39;771;1149;1920
2020-07-09;BU;40-49;955;1232;2187
2020-07-09;SA;40-49;826;1203;2029
2020-07-09;VA;40-49;1101;1613;2714
2020-07-09;ZA;40-49;216;330;546
2020-07-09;CyL;40-49;5573;8072;13645
2020-07-09;LE;60-69;744;926;1670
2020-07-09;PA;60-69;288;329;617
2020-07-09;ZA;60-69;223;258;481
2020-07-09;AV;70-79;272;291;563
2020-07-09;BU;70-79;411;390;801
2020-07-09;SO;70-79;167;161;328
2020-07-09;VA;70-79;559;632;1191
2020-07-09;AV;>80;393;636;1029
2020-07-09;VA;>80;654;1338;1992
2020-07-09;CyL;>80;4527;7986;12513
2020-07-09;LE;0-9;259;231;490
2020-07-09;PA;0-9;82;49;131
2020-07-09;SO;0-9;79;59;138
2020-07-09;CyL;0-9;1908;1690;3598
2020-07-09;LE;10-19;197;205;402
2020-07-09;PA;10-19;93;74;167
2020-07-09;AV;20-29;173;217;390
2020-07-09;BU;20-29;399;524;923
2020-07-09;SO;20-29;140;196;336
2020-07-09;VA;20-29;482;684;1166
2020-07-09;SO;30-39;187;303;490
2020-07-09;ZA;30-39;130;213;343
2020-07-09;PA;40-49;361;451;812
2020-07-09;SE;40-49;573;856;1429
2020-07-09;AV;50-59;406;658;1064
