fecha;siglas;grupo_edad;hombres;mujeres;enfermos
2020-08-12;LE;50-59;889;1346;2235
2020-08-12;PA;50-59;366;509;875
2020-08-12;SA;50-59;1019;1518;2537
2020-08-12;SO;50-59;363;598;961
2020-08-12;AV;60-69;386;453;839
2020-08-12;SA;60-69;765;928;1693
2020-08-12;SO;60-69;277;353;630
2020-08-12;BU;70-79;448;449;897
2020-08-12;PA;70-79;205;227;432
2020-08-12;SE;70-79;426;423;849
2020-08-12;SO;70-79;194;176;370
2020-08-12;VA;70-79;583;658;1241
2020-08-12;LE;>80;791;1383;2174
2020-08-12;SE;>80;639;1026;1665
2020-08-12;LE;0-9;291;257;548
2020-08-12;SE;0-9;199;167;366
2020-08-12;CyL;0-9;2262;1990;4252
2020-08-12;LE;10-19;239;232;471
2020-08-12;PA;10-19;106;92;198
2020-08-12;ZA;10-19;80;90;170
2020-08-12;AV;20-29;183;231;414
2020-08-12;LE;20-29;403;517;920
2020-08-12;PA;20-29;184;204;388
2020-08-12;SA;20-29;477;637;1114
2020-08-12;SE;20-29;264;385;649
2020-08-12;SO;20-29;171;237;408
2020-08-12;ZA;20-29;99;126;225
2020-08-12;LE;30-39;611;969;1580
2020-08-12;PA;30-39;263;344;607
2020-08-12;SE;30-39;380;555;935
2020-08-12;SO;30-39;228;333;561
2020-08-12;CyL;30-39;4216;6040;10256
2020-08-12;LE;40-49;881;1369;2250
2020-08-12;PA;40-49;375;467;842
2020-08-12;SE;40-49;612;904;1516
2020-08-12;VA;40-49;1182;1705;2887
2020-08-12;ZA;50-59;247;386;633
2020-08-12;CyL;50-59;5990;9112;15102
2020-08-12;BU;60-69;652;776;1428
2020-08-12;LE;60-69;774;971;1745
2020-08-12;PA;60-69;308;338;646
2020-08-12;VA;60-69;777;1021;1798
2020-08-12;LE;70-79;655;587;1242
2020-08-12;ZA;70-79;164;159;323
2020-08-12;CyL;70-79;3489;3579;7068
2020-08-12;PA;>80;224;436;660
2020-08-12;CyL;>80;4706;8302;13008
2020-08-11;AV;0-9;142;121;263
2020-08-11;LE;0-9;290;254;544
2020-08-11;SA;0-9;325;357;682
2020-08-11;ZA;0-9;216;209;425
2020-08-11;CyL;0-9;2242;1976;4218
2020-08-11;BU;10-19;328;302;630
2020-08-11;PA;10-19;106;91;197
2020-08-11;CyL;10-19;1741;1688;3429
2020-08-11;AV;20-29;180;230;410
2020-08-11;LE;20-29;399;515;914
2020-08-11;SA;20-29;468;632;1100
2020-08-11;SE;20-29;260;380;640
2020-08-11;SO;20-29;167;236;403
2020-08-11;VA;30-39;848;1221;2069
2020-08-11;SA;40-49;868;1247;2115
2020-08-11;VA;40-49;1176;1698;2874
2020-08-11;ZA;40-49;218;335;553
2020-08-11;CyL;40-49;5959;8494;14453
2020-08-11;AV;50-59;415;686;1101
2020-08-11;BU;50-59;943;1339;2282
2020-08-11;PA;50-59;363;507;870
2020-08-11;ZA;50-59;246;386;632
2020-08-11;AV;60-69;383;453;836
2020-08-11;VA;60-69;773;1016;1789
2020-08-11;SE;70-79;426;423;849
2020-08-11;SO;70-79;192;175;367
2020-08-11;ZA;70-79;162;159;321
2020-08-11;CyL;70-79;3475;3571;7046
2020-08-11;LE;>80;791;1381;2172
2020-08-11;SE;>80;639;1023;1662
2020-08-11;ZA;>80;224;352;576
2020-08-11;CyL;>80;4696;8276;12972
2020-08-11;SE;0-9;197;165;362
2020-08-11;AV;10-19;138;108;246
2020-08-11;LE;10-19;239;227;466
2020-08-11;SE;10-19;158;150;308
2020-08-11;ZA;10-19;79;90;169
2020-08-11;BU;20-29;534;661;1195
2020-08-11;BU;30-39;760;995;1755
2020-08-11;SE;30-39;379;553;932
2020-08-11;ZA;30-39;141;223;364
2020-08-11;AV;40-49;436;615;1051
2020-08-11;BU;40-49;1083;1361;2444
2020-08-11;SE;40-49;611;900;1511
2020-08-11;SO;40-49;317;509;826
2020-08-11;SA;50-59;1017;1509;2526
2020-08-11;SO;50-59;362;595;957
2020-08-11;CyL;50-59;5971;9076;15047
2020-08-11;SO;60-69;275;352;627
2020-08-11;ZA;60-69;227;265;492
2020-08-11;AV;70-79;280;309;589
2020-08-11;LE;70-79;653;585;1238
2020-08-11;PA;70-79;205;226;431
2020-08-11;AV;>80;408;664;1072
2020-08-11;BU;>80;589;1034;1623
2020-08-11;PA;>80;223;435;658
2020-08-11;SA;>80;765;1354;2119
2020-08-11;BU;0-9;346;259;605
2020-08-11;PA;0-9;99;63;162
2020-08-11;SO;0-9;99;81;180
2020-08-11;VA;0-9;528;467;995
2020-08-11;SA;10-19;251;272;523
2020-08-11;SO;10-19;82;83;165
2020-08-11;VA;10-19;360;365;725
2020-08-11;PA;20-29;179;206;385
2020-08-11;VA;20-29;557;769;1326
2020-08-11;ZA;20-29;96;123;219
2020-08-11;CyL;20-29;2840;3752;6592
2020-08-11;AV;30-39;290;406;696
2020-08-11;LE;30-39;609;965;1574
2020-08-11;PA;30-39;262;344;606
2020-08-11;SA;30-39;669;974;1643
2020-08-11;SO;30-39;226;334;560
2020-08-11;CyL;30-39;4184;6015;10199
2020-08-11;LE;40-49;877;1363;2240
2020-08-11;PA;40-49;373;466;839
2020-08-11;LE;50-59;885;1343;2228
2020-08-11;SE;50-59;756;1187;1943
2020-08-11;VA;50-59;984;1524;2508
2020-08-11;BU;60-69;648;774;1422
2020-08-11;LE;60-69;774;970;1744
2020-08-11;PA;60-69;305;339;644
2020-08-11;SA;60-69;763;925;1688
2020-08-11;SE;60-69;621;694;1315
2020-08-11;CyL;60-69;4769;5788;10557
2020-08-11;BU;70-79;443;449;892
2020-08-11;SA;70-79;532;588;1120
2020-08-11;VA;70-79;582;657;1239
2020-08-11;SO;>80;383;662;1045
2020-08-11;VA;>80;674;1371;2045
2020-08-10;SO;10-19;80;82;162
2020-08-10;AV;20-29;177;230;407
2020-08-10;LE;20-29;400;510;910
2020-08-10;SA;20-29;459;626;1085
2020-08-10;SO;20-29;166;235;401
2020-08-10;VA;20-29;552;760;1312
2020-08-10;AV;30-39;290;404;694
2020-08-10;BU;30-39;750;983;1733
2020-08-10;SA;30-39;664;966;1630
2020-08-10;SE;30-39;380;552;932
2020-08-10;BU;40-49;1078;1349;2427
2020-08-10;PA;40-49;371;467;838
2020-08-10;VA;40-49;1169;1688;2857
2020-08-10;ZA;40-49;218;335;553
2020-08-10;CyL;40-49;5933;8465;14398
2020-08-10;AV;50-59;413;682;1095
2020-08-10;BU;50-59;935;1330;2265
2020-08-10;ZA;50-59;244;386;630
2020-08-10;CyL;50-59;5944;9046;14990
2020-08-10;LE;60-69;770;966;1736
2020-08-10;AV;70-79;280;309;589
2020-08-10;BU;70-79;436;441;877
2020-08-10;SA;70-79;531;587;1118
2020-08-10;SE;70-79;427;422;849
2020-08-10;CyL;70-79;3468;3553;7021
2020-08-10;PA;>80;225;430;655
2020-08-10;VA;>80;674;1368;2042
2020-08-10;SO;0-9;96;80;176
2020-08-10;AV;0-9;142;122;264
2020-08-10;LE;0-9;289;253;542
2020-08-10;PA;0-9;99;60;159
2020-08-10;SE;0-9;199;168;367
2020-08-10;ZA;0-9;215;208;423
2020-08-10;LE;10-19;238;225;463
2020-08-10;SA;10-19;246;267;513
2020-08-10;SE;10-19;152;147;299
2020-08-10;CyL;10-19;1711;1667;3378
2020-08-10;BU;20-29;528;650;1178
2020-08-10;PA;20-29;178;208;386
2020-08-10;CyL;20-29;2817;3719;6536
2020-08-10;LE;30-39;605;965;1570
2020-08-10;PA;30-39;260;343;603
2020-08-10;SO;30-39;222;331;553
2020-08-10;VA;30-39;843;1214;2057
2020-08-10;CyL;30-39;4157;5982;10139
2020-08-10;SE;40-49;608;901;1509
2020-08-10;LE;50-59;887;1341;2228
2020-08-10;SE;50-59;756;1184;1940
2020-08-10;VA;50-59;980;1520;2500
2020-08-10;AV;60-69;378;450;828
2020-08-10;BU;60-69;646;765;1411
2020-08-10;PA;60-69;304;338;642
2020-08-10;SA;60-69;761;927;1688
2020-08-10;SE;60-69;619;695;1314
2020-08-10;VA;60-69;771;1009;1780
2020-08-10;ZA;60-69;227;263;490
2020-08-10;PA;70-79;205;226;431
2020-08-10;SO;70-79;192;174;366
2020-08-10;AV;>80;406;658;1064
2020-08-10;BU;>80;587;1026;1613
2020-08-10;LE;>80;789;1378;2167
2020-08-10;SA;>80;763;1349;2112
2020-08-10;SO;>80;383;661;1044
2020-08-10;AV;10-19;137;106;243
2020-08-10;BU;10-19;317;300;617
2020-08-10;PA;10-19;105;88;193
2020-08-10;VA;10-19;358;362;720
2020-08-10;ZA;10-19;78;90;168
2020-08-10;SE;20-29;262;379;641
2020-08-10;ZA;20-29;95;121;216
2020-08-10;ZA;30-39;143;224;367
2020-08-10;AV;40-49;434;612;1046
2020-08-10;LE;40-49;875;1361;2236
2020-08-10;SA;40-49;864;1243;2107
2020-08-10;SO;40-49;316;509;825
2020-08-10;PA;50-59;360;506;866
2020-08-10;SA;50-59;1010;1503;2513
2020-08-10;SO;50-59;359;594;953
2020-08-10;SO;60-69;275;351;626
2020-08-10;CyL;60-69;4751;5764;10515
2020-08-10;LE;70-79;653;582;1235
2020-08-10;VA;70-79;582;654;1236
2020-08-10;ZA;70-79;162;158;320
2020-08-10;SE;>80;636;1019;1655
2020-08-10;ZA;>80;224;352;576
2020-08-10;CyL;>80;4687;8241;12928
2020-08-10;BU;0-9;334;248;582
2020-08-10;SA;0-9;316;352;668
2020-08-10;VA;0-9;519;455;974
2020-08-10;CyL;0-9;2209;1946;4155
2020-08-09;SA;0-9;308;348;656
2020-08-09;VA;0-9;511;449;960
2020-08-09;ZA;0-9;215;207;422
2020-08-09;LE;10-19;236;224;460
2020-08-09;SA;10-19;241;261;502
2020-08-09;VA;10-19;356;359;715
2020-08-09;AV;20-29;177;230;407
2020-08-09;SA;20-29;450;623;1073
2020-08-09;SE;20-29;263;379;642
2020-08-09;SO;20-29;166;233;399
2020-08-09;ZA;30-39;143;224;367
2020-08-09;CyL;30-39;4135;5964;10099
2020-08-09;BU;40-49;1068;1336;2404
2020-08-09;CyL;40-49;5900;8435;14335
2020-08-09;BU;50-59;925;1324;2249
2020-08-09;PA;50-59;360;506;866
2020-08-09;SA;50-59;1006;1502;2508
2020-08-09;VA;50-59;979;1518;2497
2020-08-09;BU;60-69;639;758;1397
2020-08-09;SA;60-69;759;923;1682
2020-08-09;CyL;60-69;4734;5745;10479
2020-08-09;BU;70-79;434;432;866
2020-08-09;SE;70-79;421;419;840
2020-08-09;BU;>80;583;1018;1601
2020-08-09;SA;>80;762;1346;2108
2020-08-09;SO;>80;383;661;1044
2020-08-09;CyL;>80;4673;8217;12890
2020-08-09;CyL;0-9;2177;1916;4093
2020-08-09;AV;10-19;137;106;243
2020-08-09;SE;10-19;147;149;296
2020-08-09;SO;10-19;80;82;162
2020-08-09;CyL;10-19;1685;1650;3335
2020-08-09;LE;20-29;396;508;904
2020-08-09;BU;30-39;746;970;1716
2020-08-09;SO;30-39;218;331;549
2020-08-09;VA;30-39;838;1213;2051
2020-08-09;AV;40-49;430;612;1042
2020-08-09;PA;40-49;369;467;836
2020-08-09;SA;40-49;859;1238;2097
2020-08-09;SE;40-49;603;897;1500
2020-08-09;LE;50-59;886;1338;2224
2020-08-09;SE;50-59;753;1182;1935
2020-08-09;SO;50-59;356;595;951
2020-08-09;ZA;50-59;244;386;630
2020-08-09;CyL;50-59;5922;9031;14953
2020-08-09;AV;60-69;377;447;824
2020-08-09;PA;60-69;304;338;642
2020-08-09;SO;60-69;275;350;625
2020-08-09;ZA;60-69;226;263;489
2020-08-09;AV;70-79;280;306;586
2020-08-09;PA;70-79;205;226;431
2020-08-09;SA;70-79;529;584;1113
2020-08-09;SO;70-79;193;173;366
2020-08-09;VA;70-79;580;654;1234
2020-08-09;AV;>80;404;654;1058
2020-08-09;SE;>80;634;1016;1650
2020-08-09;VA;>80;673;1363;2036
2020-08-09;AV;0-9;141;121;262
2020-08-09;BU;0-9;322;234;556
2020-08-09;LE;0-9;293;253;546
2020-08-09;PA;0-9;95;58;153
2020-08-09;SE;0-9;196;167;363
2020-08-09;SO;0-9;96;79;175
2020-08-09;BU;10-19;305;291;596
2020-08-09;PA;10-19;106;88;194
2020-08-09;ZA;10-19;77;90;167
2020-08-09;BU;20-29;511;636;1147
2020-08-09;PA;20-29;175;204;379
2020-08-09;VA;20-29;549;755;1304
2020-08-09;ZA;20-29;95;120;215
2020-08-09;CyL;20-29;2782;3688;6470
2020-08-09;AV;30-39;290;404;694
2020-08-09;LE;30-39;605;965;1570
2020-08-09;PA;30-39;258;343;601
2020-08-09;SA;30-39;658;963;1621
2020-08-09;SE;30-39;379;551;930
2020-08-09;LE;40-49;873;1359;2232
2020-08-09;SO;40-49;314;509;823
2020-08-09;VA;40-49;1166;1682;2848
2020-08-09;ZA;40-49;218;335;553
2020-08-09;AV;50-59;413;680;1093
2020-08-09;LE;60-69;770;965;1735
2020-08-09;SE;60-69;615;692;1307
2020-08-09;VA;60-69;769;1009;1778
2020-08-09;LE;70-79;651;581;1232
2020-08-09;ZA;70-79;162;157;319
2020-08-09;CyL;70-79;3455;3532;6987
2020-08-09;LE;>80;787;1378;2165
2020-08-09;PA;>80;223;429;652
2020-08-09;ZA;>80;224;352;576
2020-08-06;VA;0-9;504;444;948
2020-08-06;ZA;0-9;214;206;420
2020-08-06;PA;10-19;104;89;193
2020-08-06;SE;10-19;140;147;287
2020-08-06;CyL;10-19;1624;1599;3223
2020-08-06;PA;20-29;170;201;371
2020-08-06;SO;20-29;162;232;394
2020-08-06;VA;20-29;545;745;1290
2020-08-06;ZA;20-29;91;118;209
2020-08-06;CyL;20-29;2726;3606;6332
2020-08-06;PA;30-39;256;339;595
2020-08-06;ZA;30-39;141;220;361
2020-08-06;BU;40-49;1044;1302;2346
2020-08-06;SO;40-49;308;503;811
2020-08-06;ZA;40-49;218;332;550
2020-08-06;SO;50-59;356;594;950
2020-08-06;SE;60-69;614;689;1303
2020-08-06;AV;70-79;279;305;584
2020-08-06;PA;70-79;203;225;428
2020-08-06;SA;70-79;526;581;1107
2020-08-06;SE;70-79;421;419;840
2020-08-06;CyL;70-79;3433;3512;6945
2020-08-06;AV;>80;402;651;1053
2020-08-06;BU;>80;575;1008;1583
2020-08-06;ZA;>80;223;351;574
2020-08-06;BU;0-9;311;226;537
2020-08-06;SA;0-9;302;345;647
2020-08-06;SO;0-9;95;79;174
2020-08-06;BU;10-19;281;274;555
2020-08-06;SA;10-19;235;251;486
2020-08-06;SO;10-19;79;79;158
2020-08-06;BU;20-29;492;604;1096
2020-08-06;SE;20-29;263;374;637
2020-08-06;BU;30-39;725;947;1672
2020-08-06;LE;30-39;601;959;1560
2020-08-06;VA;30-39;826;1203;2029
2020-08-06;CyL;30-39;4065;5895;9960
2020-08-06;AV;40-49;427;608;1035
2020-08-06;LE;40-49;864;1350;2214
2020-08-06;VA;40-49;1150;1672;2822
2020-08-06;CyL;50-59;5871;8975;14846
2020-08-06;AV;60-69;375;444;819
2020-08-06;LE;60-69;766;962;1728
2020-08-06;PA;60-69;304;337;641
2020-08-06;SO;60-69;271;347;618
2020-08-06;VA;60-69;768;1002;1770
2020-08-06;ZA;60-69;226;262;488
2020-08-06;BU;70-79;429;423;852
2020-08-06;LE;70-79;650;578;1228
2020-08-06;SO;70-79;187;172;359
2020-08-06;VA;70-79;577;655;1232
2020-08-06;ZA;70-79;161;154;315
2020-08-06;LE;>80;785;1378;2163
2020-08-06;PA;>80;222;429;651
2020-08-06;SA;>80;761;1336;2097
2020-08-06;SE;>80;630;1013;1643
2020-08-06;AV;0-9;140;122;262
2020-08-06;LE;0-9;286;252;538
2020-08-06;PA;0-9;94;55;149
2020-08-06;SE;0-9;193;163;356
2020-08-06;CyL;0-9;2139;1892;4031
2020-08-06;AV;10-19;133;100;233
2020-08-06;LE;10-19;229;222;451
2020-08-06;VA;10-19;346;348;694
2020-08-06;ZA;10-19;77;89;166
2020-08-06;AV;20-29;176;228;404
2020-08-06;LE;20-29;389;503;892
2020-08-06;SA;20-29;438;601;1039
2020-08-06;AV;30-39;290;402;692
2020-08-06;SA;30-39;645;951;1596
2020-08-06;SE;30-39;370;545;915
2020-08-06;SO;30-39;211;329;540
2020-08-06;PA;40-49;370;465;835
2020-08-06;SA;40-49;851;1229;2080
2020-08-06;SE;40-49;599;895;1494
2020-08-06;CyL;40-49;5831;8356;14187
2020-08-06;AV;50-59;410;676;1086
2020-08-06;BU;50-59;907;1305;2212
2020-08-06;LE;50-59;879;1334;2213
2020-08-06;PA;50-59;358;500;858
2020-08-06;SA;50-59;998;1497;2495
2020-08-06;SE;50-59;749;1180;1929
2020-08-06;VA;50-59;970;1506;2476
2020-08-06;ZA;50-59;244;383;627
2020-08-06;BU;60-69;617;745;1362
2020-08-06;SA;60-69;757;922;1679
2020-08-06;CyL;60-69;4698;5710;10408
2020-08-06;SO;>80;382;657;1039
2020-08-06;VA;>80;671;1358;2029
2020-08-06;CyL;>80;4651;8181;12832
2020-08-05;AV;0-9;138;122;260
2020-08-05;BU;0-9;305;216;521
2020-08-05;SA;0-9;301;343;644
2020-08-05;SE;0-9;191;161;352
2020-08-05;AV;10-19;132;100;232
2020-08-05;BU;10-19;275;265;540
2020-08-05;LE;10-19;225;220;445
2020-08-05;SE;10-19;141;143;284
2020-08-05;ZA;10-19;77;89;166
2020-08-05;CyL;10-19;1609;1579;3188
2020-08-05;AV;20-29;176;228;404
2020-08-05;LE;20-29;386;503;889
2020-08-05;SE;20-29;255;371;626
2020-08-05;AV;30-39;288;401;689
2020-08-05;SA;30-39;644;948;1592
2020-08-05;SO;30-39;209;327;536
2020-08-05;CyL;30-39;4048;5872;9920
2020-08-05;BU;40-49;1035;1293;2328
2020-08-05;LE;40-49;864;1348;2212
2020-08-05;SA;40-49;847;1225;2072
2020-08-05;CyL;40-49;5807;8336;14143
2020-08-05;AV;50-59;410;673;1083
2020-08-05;BU;50-59;901;1299;2200
2020-08-05;LE;50-59;879;1332;2211
2020-08-05;SA;50-59;994;1493;2487
2020-08-05;CyL;50-59;5855;8947;14802
2020-08-05;LE;60-69;764;958;1722
2020-08-05;ZA;60-69;226;260;486
2020-08-05;AV;70-79;277;303;580
2020-08-05;LE;70-79;648;576;1224
2020-08-05;SE;70-79;422;419;841
2020-08-05;SO;70-79;185;169;354
2020-08-05;ZA;>80;223;351;574
2020-08-05;PA;0-9;95;55;150
2020-08-05;SO;0-9;92;77;169
2020-08-05;ZA;0-9;214;205;419
2020-08-05;PA;10-19;104;89;193
2020-08-05;SA;10-19;233;250;483
2020-08-05;SO;10-19;79;78;157
2020-08-05;VA;10-19;343;345;688
2020-08-05;PA;20-29;168;201;369
2020-08-05;PA;30-39;255;339;594
2020-08-05;ZA;30-39;141;220;361
2020-08-05;AV;40-49;424;606;1030
2020-08-05;PA;40-49;368;464;832
2020-08-05;SE;40-49;598;897;1495
2020-08-05;SO;40-49;306;503;809
2020-08-05;VA;40-49;1147;1668;2815
2020-08-05;PA;50-59;357;500;857
2020-08-05;SE;50-59;748;1178;1926
2020-08-05;ZA;50-59;244;383;627
2020-08-05;AV;60-69;372;442;814
2020-08-05;BU;60-69;611;740;1351
2020-08-05;PA;60-69;302;338;640
2020-08-05;SE;60-69;611;688;1299
2020-08-05;CyL;60-69;4679;5692;10371
2020-08-05;SA;70-79;524;580;1104
2020-08-05;AV;>80;402;649;1051
2020-08-05;BU;>80;573;1002;1575
2020-08-05;LE;>80;785;1378;2163
2020-08-05;PA;>80;222;427;649
2020-08-05;SA;>80;757;1332;2089
2020-08-05;SE;>80;630;1013;1643
2020-08-05;VA;>80;669;1356;2025
2020-08-05;LE;0-9;284;250;534
2020-08-05;VA;0-9;501;442;943
2020-08-05;CyL;0-9;2121;1871;3992
2020-08-05;BU;20-29;477;595;1072
2020-08-05;SA;20-29;433;593;1026
2020-08-05;SO;20-29;161;231;392
2020-08-05;VA;20-29;541;742;1283
2020-08-05;ZA;20-29;89;118;207
2020-08-05;CyL;20-29;2686;3582;6268
2020-08-05;BU;30-39;719;938;1657
2020-08-05;LE;30-39;600;955;1555
2020-08-05;SE;30-39;370;545;915
2020-08-05;VA;30-39;822;1199;2021
2020-08-05;ZA;40-49;218;332;550
2020-08-05;SO;50-59;355;590;945
2020-08-05;VA;50-59;967;1499;2466
2020-08-05;SA;60-69;756;919;1675
2020-08-05;SO;60-69;269;346;615
2020-08-05;VA;60-69;768;1001;1769
2020-08-05;BU;70-79;428;423;851
2020-08-05;PA;70-79;204;224;428
2020-08-05;VA;70-79;575;655;1230
2020-08-05;ZA;70-79;161;154;315
2020-08-05;CyL;70-79;3424;3503;6927
2020-08-05;SO;>80;380;656;1036
2020-08-05;CyL;>80;4641;8164;12805
2020-08-04;AV;0-9;137;122;259
2020-08-04;BU;0-9;297;214;511
2020-08-04;LE;0-9;280;249;529
2020-08-04;PA;0-9;92;55;147
2020-08-04;SA;0-9;303;343;646
2020-08-04;SO;0-9;92;76;168
2020-08-04;CyL;0-9;2104;1868;3972
2020-08-04;BU;20-29;456;573;1029
2020-08-04;SO;20-29;161;229;390
2020-08-04;VA;20-29;537;737;1274
2020-08-04;CyL;20-29;2648;3532;6180
2020-08-04;AV;30-39;288;401;689
2020-08-04;BU;30-39;701;923;1624
2020-08-04;SO;30-39;208;327;535
2020-08-04;ZA;30-39;140;220;360
2020-08-04;CyL;30-39;4014;5845;9859
2020-08-04;LE;40-49;862;1348;2210
2020-08-04;SE;40-49;594;894;1488
2020-08-04;CyL;40-49;5785;8310;14095
2020-08-04;LE;50-59;878;1327;2205
2020-08-04;SA;50-59;986;1492;2478
2020-08-04;VA;50-59;964;1497;2461
2020-08-04;LE;60-69;764;958;1722
2020-08-04;SA;60-69;756;915;1671
2020-08-04;CyL;60-69;4660;5683;10343
2020-08-04;SE;70-79;422;418;840
2020-08-04;SO;70-79;182;169;351
2020-08-04;CyL;70-79;3413;3489;6902
2020-08-04;AV;>80;402;649;1051
2020-08-04;PA;>80;221;424;645
2020-08-04;SA;>80;756;1332;2088
2020-08-04;SE;>80;628;1012;1640
2020-08-04;SO;>80;378;650;1028
2020-08-04;ZA;>80;223;349;572
2020-08-04;VA;0-9;501;439;940
2020-08-04;AV;10-19;131;99;230
2020-08-04;BU;10-19;268;256;524
2020-08-04;LE;10-19;222;220;442
2020-08-04;PA;10-19;102;89;191
2020-08-04;SA;10-19;232;248;480
2020-08-04;SO;10-19;79;77;156
2020-08-04;VA;10-19;337;342;679
2020-08-04;ZA;10-19;77;89;166
2020-08-04;CyL;10-19;1585;1562;3147
2020-08-04;AV;20-29;176;227;403
2020-08-04;SA;20-29;425;580;1005
2020-08-04;SE;20-29;251;370;621
2020-08-04;LE;30-39;596;949;1545
2020-08-04;PA;30-39;255;337;592
2020-08-04;SA;30-39;639;945;1584
2020-08-04;VA;30-39;817;1196;2013
2020-08-04;BU;40-49;1028;1280;2308
2020-08-04;PA;40-49;367;464;831
2020-08-04;PA;50-59;356;500;856
2020-08-04;ZA;50-59;244;382;626
2020-08-04;PA;60-69;303;338;641
2020-08-04;SO;60-69;266;345;611
2020-08-04;VA;60-69;764;998;1762
2020-08-04;ZA;60-69;226;260;486
2020-08-04;AV;70-79;277;302;579
2020-08-04;LE;70-79;644;575;1219
2020-08-04;PA;70-79;204;224;428
2020-08-04;SA;70-79;525;578;1103
2020-08-04;VA;70-79;574;651;1225
2020-08-04;VA;>80;667;1346;2013
2020-08-04;SE;0-9;189;166;355
2020-08-04;ZA;0-9;213;204;417
2020-08-04;SE;10-19;137;142;279
2020-08-04;LE;20-29;387;499;886
2020-08-04;PA;20-29;166;199;365
2020-08-04;ZA;20-29;89;118;207
2020-08-04;SE;30-39;370;547;917
2020-08-04;AV;40-49;424;606;1030
2020-08-04;SA;40-49;845;1224;2069
2020-08-04;SO;40-49;305;498;803
2020-08-04;VA;40-49;1142;1665;2807
2020-08-04;ZA;40-49;218;331;549
2020-08-04;AV;50-59;410;672;1082
2020-08-04;BU;50-59;889;1290;2179
2020-08-04;SE;50-59;745;1178;1923
2020-08-04;SO;50-59;354;588;942
2020-08-04;CyL;50-59;5826;8926;14752
2020-08-04;AV;60-69;371;442;813
2020-08-04;BU;60-69;601;739;1340
2020-08-04;SE;60-69;609;688;1297
2020-08-04;BU;70-79;424;418;842
2020-08-04;ZA;70-79;161;154;315
2020-08-04;BU;>80;573;999;1572
2020-08-04;LE;>80;783;1377;2160
2020-08-04;CyL;>80;4631;8138;12769
2020-08-03;BU;0-9;281;206;487
2020-08-03;LE;0-9;278;247;525
2020-08-03;CyL;0-9;2079;1839;3918
2020-08-03;VA;10-19;332;340;672
2020-08-03;SE;20-29;247;368;615
2020-08-03;VA;20-29;530;733;1263
2020-08-03;CyL;20-29;2612;3507;6119
2020-08-03;AV;30-39;288;401;689
2020-08-03;LE;30-39;597;946;1543
2020-08-03;SE;30-39;369;545;914
2020-08-03;AV;40-49;421;605;1026
2020-08-03;VA;40-49;1142;1658;2800
2020-08-03;ZA;40-49;218;331;549
2020-08-03;CyL;40-49;5753;8282;14035
2020-08-03;PA;50-59;356;500;856
2020-08-03;LE;60-69;761;957;1718
2020-08-03;SA;60-69;753;913;1666
2020-08-03;SO;60-69;265;343;608
2020-08-03;VA;60-69;761;994;1755
2020-08-03;ZA;70-79;161;154;315
2020-08-03;BU;>80;572;999;1571
2020-08-03;SO;>80;377;648;1025
2020-08-03;AV;0-9;137;121;258
2020-08-03;SA;0-9;300;340;640
2020-08-03;SE;0-9;191;163;354
2020-08-03;SO;0-9;89;74;163
2020-08-03;ZA;0-9;213;202;415
2020-08-03;AV;10-19;131;99;230
2020-08-03;BU;10-19;261;248;509
2020-08-03;LE;10-19;219;218;437
2020-08-03;ZA;10-19;77;88;165
2020-08-03;CyL;10-19;1560;1542;3102
2020-08-03;AV;20-29;176;226;402
2020-08-03;BU;20-29;443;564;1007
2020-08-03;LE;20-29;386;498;884
2020-08-03;ZA;20-29;90;118;208
2020-08-03;BU;30-39;695;909;1604
2020-08-03;SO;30-39;204;327;531
2020-08-03;ZA;30-39;140;219;359
2020-08-03;BU;40-49;1014;1271;2285
2020-08-03;LE;40-49;861;1345;2206
2020-08-03;PA;40-49;367;464;831
2020-08-03;SE;40-49;589;890;1479
2020-08-03;AV;50-59;410;672;1082
2020-08-03;BU;50-59;886;1285;2171
2020-08-03;AV;60-69;371;442;813
2020-08-03;PA;60-69;301;337;638
2020-08-03;ZA;60-69;226;260;486
2020-08-03;CyL;60-69;4644;5668;10312
2020-08-03;AV;70-79;277;301;578
2020-08-03;PA;70-79;204;224;428
2020-08-03;VA;70-79;572;651;1223
2020-08-03;CyL;70-79;3406;3480;6886
2020-08-03;AV;>80;402;649;1051
2020-08-03;LE;>80;781;1376;2157
2020-08-03;PA;>80;222;425;647
2020-08-03;SE;>80;629;1013;1642
2020-08-03;ZA;>80;223;349;572
2020-08-03;PA;0-9;90;53;143
2020-08-03;VA;0-9;500;433;933
2020-08-03;PA;10-19;98;86;184
2020-08-03;SA;10-19;229;248;477
2020-08-03;SE;10-19;136;141;277
2020-08-03;SO;10-19;77;74;151
2020-08-03;PA;20-29;164;197;361
2020-08-03;SA;20-29;416;577;993
2020-08-03;SO;20-29;160;226;386
2020-08-03;PA;30-39;256;337;593
2020-08-03;SA;30-39;634;939;1573
2020-08-03;VA;30-39;813;1193;2006
2020-08-03;CyL;30-39;3996;5816;9812
2020-08-03;SA;40-49;841;1221;2062
2020-08-03;SO;40-49;300;497;797
2020-08-03;LE;50-59;878;1325;2203
2020-08-03;SA;50-59;985;1491;2476
2020-08-03;SE;50-59;743;1176;1919
2020-08-03;SO;50-59;352;589;941
2020-08-03;VA;50-59;960;1495;2455
2020-08-03;ZA;50-59;244;382;626
