fecha;provincia;casos_confirmados;nuevos_positivos;altas;fallecimientos;codigo_ine;Posicion
2020-02-26;Sevilla;1;;;0.0;XXXX;
2020-02-26;Almería;0;;;0.0;XXXX;
2020-02-26;Cádiz;0;;;0.0;XXXX;
2020-02-26;Córdoba;0;;;0.0;XXXX;
2020-02-26;Málaga;0;;;0.0;XXXX;
2020-02-26;Huelva;0;;;0.0;XXXX;
2020-02-26;Jaén;0;;;0.0;XXXX;
2020-02-26;Granada;0;;;0.0;XXXX;
2020-02-27;Granada;0;0.0;;0.0;XXXX;
2020-02-27;Almería;1;1.0;;0.0;XXXX;
2020-02-27;Cádiz;0;0.0;;0.0;XXXX;
2020-02-27;Córdoba;0;0.0;;0.0;XXXX;
2020-02-27;Sevilla;1;0.0;;0.0;XXXX;
2020-02-27;Jaén;0;0.0;;0.0;XXXX;
2020-02-27;Málaga;4;4.0;;0.0;XXXX;
2020-02-27;Huelva;0;0.0;;0.0;XXXX;
2020-02-28;Sevilla;2;1.0;;0.0;XXXX;
2020-02-28;Jaén;1;1.0;;0.0;XXXX;
2020-02-28;Málaga;4;0.0;;0.0;XXXX;
2020-02-28;Huelva;0;0.0;;0.0;XXXX;
2020-02-28;Almería;1;0.0;;0.0;XXXX;
2020-02-28;Córdoba;0;0.0;;0.0;XXXX;
2020-02-28;Cádiz;0;0.0;;0.0;XXXX;
2020-02-28;Granada;0;0.0;;0.0;XXXX;
2020-02-29;Almería;1;0.0;;0.0;XXXX;
2020-02-29;Córdoba;0;0.0;;0.0;XXXX;
2020-02-29;Cádiz;0;0.0;;0.0;XXXX;
2020-02-29;Huelva;0;0.0;;0.0;XXXX;
2020-02-29;Granada;0;0.0;;0.0;XXXX;
2020-02-29;Málaga;6;2.0;;0.0;XXXX;
2020-02-29;Sevilla;2;0.0;;0.0;XXXX;
2020-02-29;Jaén;1;0.0;;0.0;XXXX;
2020-03-01;Sevilla;2;0.0;;0.0;XXXX;
2020-03-01;Jaén;1;0.0;;0.0;XXXX;
2020-03-01;Málaga;6;0.0;;0.0;XXXX;
2020-03-01;Huelva;0;0.0;;0.0;XXXX;
2020-03-01;Córdoba;0;0.0;;0.0;XXXX;
2020-03-01;Cádiz;0;0.0;;0.0;XXXX;
2020-03-01;Almería;1;0.0;;0.0;XXXX;
2020-03-01;Granada;0;0.0;;0.0;XXXX;
2020-03-02;Almería;1;0.0;;0.0;XXXX;
2020-03-02;Cádiz;0;0.0;;0.0;XXXX;
2020-03-02;Granada;0;0.0;;0.0;XXXX;
2020-03-02;Huelva;0;0.0;;0.0;XXXX;
2020-03-02;Córdoba;0;0.0;;0.0;XXXX;
2020-03-02;Málaga;6;0.0;;0.0;XXXX;
2020-03-02;Sevilla;2;0.0;;0.0;XXXX;
2020-03-02;Jaén;1;0.0;;0.0;XXXX;
2020-03-03;Málaga;7;1.0;;0.0;XXXX;
2020-03-03;Almería;1;0.0;;0.0;XXXX;
2020-03-03;Cádiz;0;0.0;;0.0;XXXX;
2020-03-03;Córdoba;0;0.0;;0.0;XXXX;
2020-03-03;Granada;0;0.0;;0.0;XXXX;
2020-03-03;Huelva;0;0.0;;0.0;XXXX;
2020-03-03;Jaén;1;0.0;;0.0;XXXX;
2020-03-03;Sevilla;2;0.0;;0.0;XXXX;
2020-03-04;Córdoba;0;0.0;;0.0;XXXX;
2020-03-04;Cádiz;0;0.0;;0.0;XXXX;
2020-03-04;Granada;0;0.0;;0.0;XXXX;
2020-03-04;Huelva;0;0.0;;0.0;XXXX;
2020-03-04;Almería;1;0.0;;0.0;XXXX;
2020-03-04;Málaga;7;0.0;;0.0;XXXX;
2020-03-04;Sevilla;2;0.0;;0.0;XXXX;
2020-03-04;Jaén;1;0.0;;0.0;XXXX;
2020-03-05;Málaga;9;2.0;;0.0;XXXX;
2020-03-05;Almería;1;0.0;;0.0;XXXX;
2020-03-05;Cádiz;0;0.0;;0.0;XXXX;
2020-03-05;Córdoba;0;0.0;;0.0;XXXX;
2020-03-05;Sevilla;4;2.0;;0.0;XXXX;
2020-03-05;Jaén;1;0.0;;0.0;XXXX;
2020-03-05;Granada;0;0.0;;0.0;XXXX;
2020-03-05;Huelva;0;0.0;;0.0;XXXX;
2020-03-06;Sevilla;4;0.0;;0.0;XXXX;
2020-03-06;Jaén;3;2.0;;0.0;XXXX;
2020-03-06;Huelva;0;0.0;;0.0;XXXX;
2020-03-06;Granada;0;0.0;;0.0;XXXX;
2020-03-06;Córdoba;0;0.0;;0.0;XXXX;
2020-03-06;Cádiz;0;0.0;;0.0;XXXX;
2020-03-06;Almería;1;0.0;;0.0;XXXX;
2020-03-06;Málaga;18;9.0;;0.0;XXXX;
2020-03-07;Almería;1;0.0;;0.0;XXXX;
2020-03-07;Cádiz;1;1.0;;0.0;XXXX;
2020-03-07;Córdoba;0;0.0;;0.0;XXXX;
2020-03-07;Granada;0;0.0;;0.0;XXXX;
2020-03-07;Málaga;22;4.0;;0.0;XXXX;
2020-03-07;Sevilla;5;1.0;;0.0;XXXX;
2020-03-07;Jaén;5;2.0;;0.0;XXXX;
2020-03-07;Huelva;0;0.0;;0.0;XXXX;
2020-03-08;Sevilla;5;0.0;;0.0;XXXX;
2020-03-08;Málaga;27;5.0;;0.0;XXXX;
2020-03-08;Jaén;6;1.0;;0.0;XXXX;
2020-03-08;Huelva;0;0.0;;0.0;XXXX;
2020-03-08;Granada;0;0.0;;0.0;XXXX;
2020-03-08;Córdoba;0;0.0;;0.0;XXXX;
2020-03-08;Cádiz;2;1.0;;0.0;XXXX;
2020-03-08;Almería;1;0.0;;0.0;XXXX;
2020-03-09;Granada;0;0.0;;0.0;XXXX;
2020-03-09;Almería;2;1.0;;0.0;XXXX;
2020-03-09;Málaga;42;15.0;;0.0;XXXX;
2020-03-09;Jaén;7;1.0;;0.0;XXXX;
2020-03-09;Cádiz;2;0.0;;0.0;XXXX;
2020-03-09;Huelva;1;1.0;;0.0;XXXX;
2020-03-09;Sevilla;5;0.0;;0.0;XXXX;
2020-03-09;Córdoba;0;0.0;;0.0;XXXX;
2020-03-10;Almería;3;1.0;;0.0;XXXX;
2020-03-10;Cádiz;2;0.0;;0.0;XXXX;
2020-03-10;Córdoba;1;1.0;;0.0;XXXX;
2020-03-10;Granada;0;0.0;;0.0;XXXX;
2020-03-10;Sevilla;6;1.0;;0.0;XXXX;
2020-03-10;Jaén;10;3.0;;0.0;XXXX;
2020-03-10;Málaga;59;17.0;;0.0;XXXX;
2020-03-10;Huelva;1;0.0;;0.0;XXXX;
2020-03-11;Granada;0;0.0;;0.0;XXXX;
2020-03-11;Málaga;67;8.0;;0.0;XXXX;
2020-03-11;Huelva;1;0.0;;0.0;XXXX;
2020-03-11;Sevilla;6;0.0;;0.0;XXXX;
2020-03-11;Jaén;10;0.0;;0.0;XXXX;
2020-03-11;Cádiz;6;4.0;;0.0;XXXX;
2020-03-11;Almería;3;0.0;;0.0;XXXX;
2020-03-11;Córdoba;2;1.0;;0.0;XXXX;
2020-03-12;Sevilla;11;5.0;;0.0;XXXX;
2020-03-12;Málaga;97;30.0;;0.0;XXXX;
2020-03-12;Huelva;2;1.0;;0.0;XXXX;
2020-03-12;Granada;13;13.0;;0.0;XXXX;
2020-03-12;Jaén;17;7.0;;0.0;XXXX;
2020-03-12;Cádiz;11;5.0;;0.0;XXXX;
2020-03-12;Córdoba;3;1.0;;0.0;XXXX;
2020-03-12;Almería;4;1.0;;0.0;XXXX;
2020-03-13;Salamanca;11;5.0;1.0;1.0;37274;40.833333,-6.0
2020-03-13;Valladolid;11;7.0;0.0;0.0;47186;41.583333,-4.666667
2020-03-13;Burgos;90;29.0;0.0;1.0;9059;42.383333,-3.666667
2020-03-13;Zamora;5;3.0;0.0;0.0;49275;41.75,-6.0
2020-03-13;Segovia;15;6.0;0.0;1.0;40004;41.166667,-4.0
2020-03-13;Soria;1;1.0;0.0;0.0;42173;41.666667,-2.666667
2020-03-13;Ávila;3;3.0;0.0;0.0;5019;40.616092,-4.929031
2020-03-13;León;32;22.0;0.0;0.0;24089;42.666667,-6.0
2020-03-13;Palencia;1;1.0;0.0;0.0;34120;42.432128,-4.520647
2020-03-13;Almería;13;9.0;;0.0;XXXX;
2020-03-13;Cádiz;21;10.0;;0.0;XXXX;
2020-03-13;Granada;22;9.0;;0.0;XXXX;
2020-03-13;Huelva;4;2.0;;0.0;XXXX;
2020-03-13;Jaén;34;17.0;;0.0;XXXX;
2020-03-13;Málaga;128;31.0;;2.0;XXXX;
2020-03-13;Sevilla;29;18.0;;0.0;XXXX;
2020-03-13;Córdoba;18;15.0;;0.0;XXXX;
2020-03-14;Zamora;5;0.0;0.0;0.0;49275;41.75,-6.0
2020-03-14;Valladolid;21;10.0;0.0;0.0;47186;41.583333,-4.666667
2020-03-14;León;33;1.0;1.0;0.0;24089;42.666667,-6.0
2020-03-14;Ávila;10;7.0;0.0;0.0;5019;40.616092,-4.929031
2020-03-14;Soria;4;3.0;0.0;0.0;42173;41.666667,-2.666667
2020-03-14;Segovia;22;7.0;0.0;1.0;40004;41.166667,-4.0
2020-03-14;Palencia;3;2.0;0.0;0.0;34120;42.432128,-4.520647
2020-03-14;Burgos;113;23.0;0.0;2.0;9059;42.383333,-3.666667
2020-03-14;Salamanca;12;1.0;1.0;2.0;37274;40.833333,-6.0
2020-03-14;Almería;14;1.0;;0.0;XXXX;
2020-03-14;Cádiz;34;13.0;;0.0;XXXX;
2020-03-14;Sevilla;62;33.0;;0.0;XXXX;
2020-03-14;Málaga;180;52.0;;4.0;XXXX;
2020-03-14;Jaén;47;13.0;;2.0;XXXX;
2020-03-14;Huelva;6;2.0;;0.0;XXXX;
2020-03-14;Granada;57;35.0;;0.0;XXXX;
2020-03-14;Córdoba;37;19.0;;0.0;XXXX;
2020-03-15;Málaga;235;55.0;;5.0;XXXX;
2020-03-15;Huelva;6;0.0;;0.0;XXXX;
2020-03-15;Granada;67;10.0;;0.0;XXXX;
2020-03-15;Córdoba;41;4.0;;0.0;XXXX;
2020-03-15;Cádiz;48;14.0;;0.0;XXXX;
2020-03-15;Almería;23;9.0;;0.0;XXXX;
2020-03-15;Jaén;50;3.0;;2.0;XXXX;
2020-03-15;Segovia;27;5.0;0.0;1.0;40004;41.166667,-4.0
2020-03-15;Palencia;5;2.0;0.0;0.0;34120;42.432128,-4.520647
2020-03-15;León;47;14.0;1.0;1.0;24089;42.666667,-6.0
2020-03-15;Valladolid;40;19.0;0.0;0.0;47186;41.583333,-4.666667
2020-03-15;Soria;5;1.0;0.0;0.0;42173;41.666667,-2.666667
2020-03-15;Salamanca;31;19.0;1.0;3.0;37274;40.833333,-6.0
2020-03-15;Ávila;10;0.0;0.0;0.0;5019;40.616092,-4.929031
2020-03-15;Burgos;119;8.0;0.0;4.0;9059;42.383333,-3.666667
2020-03-15;Sevilla;84;22.0;;0.0;XXXX;
2020-03-15;Zamora;8;3.0;0.0;0.0;49275;41.75,-6.0
2020-03-16;Zamora;12;4.0;0.0;0.0;49275;41.75,-6.0
2020-03-16;Soria;10;5.0;1.0;0.0;42173;41.666667,-2.666667
2020-03-16;Salamanca;32;1.0;3.0;4.0;37274;40.833333,-6.0
2020-03-16;Granada;95;28.0;;2.0;XXXX;
2020-03-16;Palencia;6;1.0;0.0;0.0;34120;42.432128,-4.520647
2020-03-16;Huelva;8;2.0;;0.0;XXXX;
2020-03-16;Jaén;52;2.0;;2.0;XXXX;
2020-03-16;Málaga;278;43.0;;6.0;XXXX;
2020-03-16;Sevilla;100;16.0;;1.0;XXXX;
2020-03-16;Valladolid;56;16.0;0.0;0.0;47186;41.583333,-4.666667
2020-03-16;Segovia;33;6.0;0.0;3.0;40004;41.166667,-4.0
2020-03-16;Ávila;17;7.0;0.0;0.0;5019;40.616092,-4.929031
2020-03-16;León;47;0.0;1.0;1.0;24089;42.666667,-6.0
2020-03-16;Cádiz;56;8.0;;0.0;XXXX;
2020-03-16;Almería;26;3.0;;0.0;XXXX;
2020-03-16;Burgos;121;2.0;0.0;4.0;9059;42.383333,-3.666667
2020-03-16;Córdoba;68;27.0;;0.0;XXXX;
2020-03-17;Valladolid;74;18.0;0.0;0.0;47186;41.583333,-4.666667
2020-03-17;Ávila;18;1.0;1.0;0.0;5019;40.616092,-4.929031
2020-03-17;Soria;17;7.0;2.0;2.0;42173;41.666667,-2.666667
2020-03-17;Segovia;33;0.0;0.0;5.0;40004;41.166667,-4.0
2020-03-17;Zamora;16;4.0;0.0;0.0;49275;41.75,-6.0
2020-03-17;Palencia;7;1.0;1.0;0.0;34120;42.432128,-4.520647
2020-03-17;Sevilla;123;23.0;;1.0;XXXX;
2020-03-17;Málaga;333;55.0;;10.0;XXXX;
2020-03-17;Jaén;77;25.0;;2.0;XXXX;
2020-03-17;Huelva;14;6.0;;0.0;XXXX;
2020-03-17;Granada;130;35.0;;6.0;XXXX;
2020-03-17;Córdoba;78;10.0;;0.0;XXXX;
2020-03-17;Cádiz;74;18.0;;0.0;XXXX;
2020-03-17;Almería;30;4.0;;0.0;XXXX;
2020-03-17;Burgos;126;5.0;9.0;5.0;9059;42.383333,-3.666667
2020-03-17;León;75;28.0;2.0;3.0;24089;42.666667,-6.0
2020-03-17;Salamanca;65;33.0;4.0;6.0;37274;40.833333,-6.0
2020-03-18;Segovia;76;43.0;3.0;6.0;40004;41.166667,-4.0
2020-03-18;Ávila;42;24.0;1.0;1.0;5019;40.616092,-4.929031
2020-03-18;León;106;31.0;3.0;4.0;24089;42.666667,-6.0
2020-03-18;Palencia;6;-1.0;1.0;0.0;34120;42.432128,-4.520647
2020-03-18;Burgos;165;39.0;11.0;5.0;9059;42.383333,-3.666667
2020-03-18;Salamanca;125;60.0;4.0;8.0;37274;40.833333,-6.0
2020-03-18;Zamora;26;10.0;0.0;1.0;49275;41.75,-6.0
2020-03-18;Soria;40;23.0;4.0;4.0;42173;41.666667,-2.666667
2020-03-18;Valladolid;82;8.0;0.0;0.0;47186;41.583333,-4.666667
2020-03-18;Cádiz;84;10.0;;0.0;XXXX;
2020-03-18;Córdoba;101;23.0;;0.0;XXXX;
2020-03-18;Granada;176;46.0;;7.0;XXXX;
2020-03-18;Almería;37;7.0;;0.0;XXXX;
2020-03-18;Jaén;88;11.0;;2.0;XXXX;
2020-03-18;Málaga;361;28.0;;13.0;XXXX;
2020-03-18;Sevilla;138;15.0;;1.0;XXXX;
2020-03-18;Huelva;23;9.0;;0.0;XXXX;
2020-03-19;Palencia;14;8.0;1.0;0.0;34120;42.432128,-4.520647
2020-03-19;Salamanca;149;24.0;8.0;12.0;37274;40.833333,-6.0
2020-03-19;Soria;58;18.0;4.0;5.0;42173;41.666667,-2.666667
2020-03-19;León;134;28.0;3.0;5.0;24089;42.666667,-6.0
2020-03-19;Segovia;121;45.0;3.0;7.0;40004;41.166667,-4.0
2020-03-19;Zamora;31;5.0;1.0;1.0;49275;41.75,-6.0
2020-03-19;Almería;46;9.0;;0.0;XXXX;
2020-03-19;Córdoba;125;24.0;;0.0;XXXX;
2020-03-19;Granada;244;68.0;;10.0;XXXX;
2020-03-19;Huelva;36;13.0;;0.0;XXXX;
2020-03-19;Jaén;119;31.0;;2.0;XXXX;
2020-03-19;Málaga;424;63.0;;17.0;XXXX;
2020-03-19;Sevilla;190;52.0;;1.0;XXXX;
2020-03-19;Valladolid;115;33.0;1.0;3.0;47186;41.583333,-4.666667
2020-03-19;Cádiz;103;19.0;;0.0;XXXX;
2020-03-19;Ávila;59;17.0;2.0;2.0;5019;40.616092,-4.929031
2020-03-19;Burgos;187;22.0;14.0;8.0;9059;42.383333,-3.666667
2020-03-20;Ávila;63;4.0;4.0;4.0;5019;40.616092,-4.929031
2020-03-20;Huelva;37;1.0;;0.0;XXXX;
2020-03-20;Sevilla;245;55.0;;2.0;XXXX;
2020-03-20;Córdoba;143;18.0;;3.0;XXXX;
2020-03-20;Cádiz;126;23.0;;0.0;XXXX;
2020-03-20;Almería;53;7.0;;0.0;XXXX;
2020-03-20;Granada;289;45.0;;13.0;XXXX;
2020-03-20;Palencia;26;12.0;1.0;0.0;34120;42.432128,-4.520647
2020-03-20;León;164;30.0;3.0;5.0;24089;42.666667,-6.0
2020-03-20;Burgos;208;21.0;21.0;12.0;9059;42.383333,-3.666667
2020-03-20;Jaén;138;19.0;;2.0;XXXX;
2020-03-20;Zamora;46;15.0;2.0;1.0;49275;41.75,-6.0
2020-03-20;Valladolid;201;86.0;3.0;5.0;47186;41.583333,-4.666667
2020-03-20;Soria;80;22.0;4.0;5.0;42173;41.666667,-2.666667
2020-03-20;Segovia;156;35.0;6.0;10.0;40004;41.166667,-4.0
2020-03-20;Salamanca;203;54.0;10.0;13.0;37274;40.833333,-6.0
2020-03-20;Málaga;484;60.0;;20.0;XXXX;
2020-03-21;Cádiz;134;8.0;;2.0;XXXX;
2020-03-21;Córdoba;180;37.0;;3.0;XXXX;
2020-03-21;Granada;335;46.0;;13.0;XXXX;
2020-03-21;Huelva;47;10.0;;0.0;XXXX;
2020-03-21;Jaén;171;33.0;;3.0;XXXX;
2020-03-21;Málaga;505;21.0;;21.0;XXXX;
2020-03-21;Sevilla;295;50.0;;4.0;XXXX;
2020-03-21;Almería;58;5.0;;1.0;XXXX;
2020-03-21;Soria;119;39.0;5.0;6.0;42173;41.666667,-2.666667
2020-03-21;Palencia;41;15.0;2.0;0.0;34120;42.432128,-4.520647
2020-03-21;León;201;37.0;3.0;7.0;24089;42.666667,-6.0
2020-03-21;Ávila;114;51.0;14.0;7.0;5019;40.616092,-4.929031
2020-03-21;Zamora;59;13.0;3.0;2.0;49275;41.75,-6.0
2020-03-21;Valladolid;241;40.0;13.0;10.0;47186;41.583333,-4.666667
2020-03-21;Salamanca;265;62.0;13.0;15.0;37274;40.833333,-6.0
2020-03-21;Burgos;269;61.0;27.0;14.0;9059;42.383333,-3.666667
2020-03-21;Segovia;157;1.0;9.0;13.0;40004;41.166667,-4.0
2020-03-22;Almería;74;16.0;2.0;2.0;XXXX;
2020-03-22;Cádiz;178;44.0;4.0;3.0;XXXX;
2020-03-22;Ávila;143;29.0;16.0;9.0;5019;40.616092,-4.929031
2020-03-22;Burgos;302;33.0;28.0;16.0;9059;42.383333,-3.666667
2020-03-22;León;233;32.0;10.0;14.0;24089;42.666667,-6.0
2020-03-22;Salamanca;315;50.0;20.0;21.0;37274;40.833333,-6.0
2020-03-22;Sevilla;351;56.0;5.0;5.0;XXXX;
2020-03-22;Málaga;520;15.0;34.0;21.0;XXXX;
2020-03-22;Zamora;70;11.0;4.0;3.0;49275;41.75,-6.0
2020-03-22;Huelva;58;11.0;0.0;1.0;XXXX;
2020-03-22;Granada;374;39.0;0.0;17.0;XXXX;
2020-03-22;Córdoba;191;11.0;0.0;4.0;XXXX;
2020-03-22;Soria;135;16.0;8.0;8.0;42173;41.666667,-2.666667
2020-03-22;Valladolid;302;61.0;15.0;11.0;47186;41.583333,-4.666667
2020-03-22;Palencia;50;9.0;2.0;0.0;34120;42.432128,-4.520647
2020-03-22;Segovia;194;37.0;14.0;20.0;40004;41.166667,-4.0
2020-03-22;Jaén;215;44.0;5.0;5.0;XXXX;
2020-03-23;Sevilla;427;76.0;5.0;13.0;XXXX;
2020-03-23;Málaga;665;145.0;46.0;26.0;XXXX;
2020-03-23;Jaén;259;44.0;5.0;12.0;XXXX;
2020-03-23;Granada;480;106.0;1.0;21.0;XXXX;
2020-03-23;Huelva;70;12.0;2.0;1.0;XXXX;
2020-03-23;Córdoba;234;43.0;0.0;6.0;XXXX;
2020-03-23;Segovia;223;29.0;24.0;23.0;40004;41.166667,-4.0
2020-03-23;Almería;91;17.0;3.0;5.0;XXXX;
2020-03-23;Burgos;336;34.0;29.0;18.0;9059;42.383333,-3.666667
2020-03-23;Palencia;64;14.0;2.0;0.0;34120;42.432128,-4.520647
2020-03-23;Zamora;90;20.0;5.0;4.0;49275;41.75,-6.0
2020-03-23;Ávila;159;16.0;17.0;10.0;5019;40.616092,-4.929031
2020-03-23;León;290;57.0;16.0;20.0;24089;42.666667,-6.0
2020-03-23;Salamanca;404;89.0;22.0;24.0;37274;40.833333,-6.0
2020-03-23;Valladolid;349;47.0;17.0;14.0;47186;41.583333,-4.666667
2020-03-23;Soria;140;5.0;8.0;11.0;42173;41.666667,-2.666667
2020-03-23;Cádiz;245;67.0;4.0;3.0;XXXX;
2020-03-24;Zamora;100;10.0;11.0;7.0;49275;41.75,-6.0
2020-03-24;Soria;179;39.0;14.0;13.0;42173;41.666667,-2.666667
2020-03-24;Palencia;72;8.0;13.0;1.0;34120;42.432128,-4.520647
2020-03-24;Ávila;201;42.0;23.0;15.0;5019;40.616092,-4.929031
2020-03-24;Burgos;392;56.0;41.0;24.0;9059;42.383333,-3.666667
2020-03-24;Sevilla;535;108.0;6.0;18.0;XXXX;
2020-03-24;Cádiz;278;33.0;4.0;4.0;XXXX;
2020-03-24;Córdoba;291;57.0;0.0;6.0;XXXX;
2020-03-24;Huelva;77;7.0;2.0;1.0;XXXX;
2020-03-24;Jaén;316;57.0;5.0;14.0;XXXX;
2020-03-24;Málaga;819;154.0;48.0;40.0;XXXX;
2020-03-24;Granada;579;99.0;1.0;25.0;XXXX;
2020-03-24;León;362;72.0;21.0;24.0;24089;42.666667,-6.0
2020-03-24;Salamanca;483;79.0;42.0;38.0;37274;40.833333,-6.0
2020-03-24;Segovia;261;38.0;32.0;27.0;40004;41.166667,-4.0
2020-03-24;Valladolid;410;61.0;24.0;17.0;47186;41.583333,-4.666667
2020-03-24;Almería;115;24.0;5.0;5.0;XXXX;
2020-03-25;Sevilla;627;92.0;8.0;24.0;XXXX;
2020-03-25;Palencia;91;19.0;11.0;3.0;34120;42.432128,-4.520647
2020-03-25;Jaén;349;33.0;5.0;15.0;XXXX;
2020-03-25;Granada;648;69.0;1.0;32.0;XXXX;
2020-03-25;Segovia;300;39.0;47.0;34.0;40004;41.166667,-4.0
2020-03-25;León;438;76.0;31.0;31.0;24089;42.666667,-6.0
2020-03-25;Burgos;485;93.0;55.0;28.0;9059;42.383333,-3.666667
2020-03-25;Zamora;103;3.0;16.0;8.0;49275;41.75,-6.0
2020-03-25;Valladolid;501;91.0;36.0;21.0;47186;41.583333,-4.666667
2020-03-25;Soria;263;84.0;19.0;14.0;42173;41.666667,-2.666667
2020-03-25;Ávila;226;25.0;36.0;21.0;5019;40.616092,-4.929031
2020-03-25;Huelva;95;18.0;2.0;2.0;XXXX;
2020-03-25;Málaga;905;86.0;52.0;42.0;XXXX;
2020-03-25;Córdoba;349;58.0;0.0;7.0;XXXX;
2020-03-25;Cádiz;299;21.0;4.0;5.0;XXXX;
2020-03-25;Salamanca;533;50.0;57.0;46.0;37274;40.833333,-6.0
2020-03-25;Almería;134;19.0;5.0;7.0;XXXX;
2020-03-26;Jaén;414;65.0;7.0;15.0;XXXX;
2020-03-26;Almería;142;8.0;6.0;8.0;XXXX;
2020-03-26;Cádiz;348;49.0;6.0;6.0;XXXX;
2020-03-26;Córdoba;359;10.0;1.0;8.0;XXXX;
2020-03-26;Valladolid;598;97.0;50.0;27.0;47186;41.583333,-4.666667
2020-03-26;Segovia;361;61.0;62.0;37.0;40004;41.166667,-4.0
2020-03-26;León;516;78.0;48.0;46.0;24089;42.666667,-6.0
2020-03-26;Huelva;105;10.0;2.0;2.0;XXXX;
2020-03-26;Salamanca;629;96.0;73.0;54.0;37274;40.833333,-6.0
2020-03-26;Burgos;530;45.0;67.0;32.0;9059;42.383333,-3.666667
2020-03-26;Zamora;106;3.0;24.0;9.0;49275;41.75,-6.0
2020-03-26;Sevilla;708;81.0;8.0;25.0;XXXX;
2020-03-26;Ávila;270;44.0;53.0;27.0;5019;40.616092,-4.929031
2020-03-26;Granada;711;63.0;1.0;34.0;XXXX;
2020-03-26;Málaga;1006;101.0;61.0;46.0;XXXX;
2020-03-26;Palencia;139;48.0;14.0;5.0;34120;42.432128,-4.520647
2020-03-26;Soria;339;76.0;32.0;16.0;42173;41.666667,-2.666667
2020-03-27;Sevilla;830;122.0;13.0;26.0;XXXX;
2020-03-27;Córdoba;424;65.0;4.0;9.0;XXXX;
2020-03-27;Almería;173;31.0;6.0;10.0;XXXX;
2020-03-27;Cádiz;406;58.0;8.0;7.0;XXXX;
2020-03-27;Segovia;424;63.0;92.0;44.0;40004;41.166667,-4.0
2020-03-27;Granada;806;95.0;11.0;49.0;XXXX;
2020-03-27;Zamora;124;18.0;27.0;12.0;49275;41.75,-6.0
2020-03-27;Palencia;170;31.0;20.0;9.0;34120;42.432128,-4.520647
2020-03-27;Valladolid;692;94.0;83.0;39.0;47186;41.583333,-4.666667
2020-03-27;Soria;372;33.0;39.0;20.0;42173;41.666667,-2.666667
2020-03-27;Salamanca;776;147.0;97.0;70.0;37274;40.833333,-6.0
2020-03-27;León;628;112.0;69.0;55.0;24089;42.666667,-6.0
2020-03-27;Málaga;1053;47.0;80.0;56.0;XXXX;
2020-03-27;Burgos;604;74.0;95.0;39.0;9059;42.383333,-3.666667
2020-03-27;Ávila;342;72.0;63.0;33.0;5019;40.616092,-4.929031
2020-03-27;Huelva;120;15.0;2.0;2.0;XXXX;
2020-03-27;Jaén;465;51.0;15.0;16.0;XXXX;
2020-03-28;Granada;860;54.0;13.0;57.0;XXXX;
2020-03-28;Huelva;131;11.0;2.0;4.0;XXXX;
2020-03-28;Jaén;501;36.0;16.0;20.0;XXXX;
2020-03-28;Málaga;1158;105.0;81.0;64.0;XXXX;
2020-03-28;Sevilla;912;82.0;17.0;30.0;XXXX;
2020-03-28;Córdoba;473;49.0;4.0;11.0;XXXX;
2020-03-28;Palencia;220;50.0;26.0;11.0;34120;42.432128,-4.520647
2020-03-28;Segovia;503;79.0;111.0;51.0;40004;41.166667,-4.0
2020-03-28;Zamora;168;44.0;27.0;16.0;49275;41.75,-6.0
2020-03-28;Burgos;673;69.0;117.0;42.0;9059;42.383333,-3.666667
2020-03-28;Valladolid;807;115.0;114.0;45.0;47186;41.583333,-4.666667
2020-03-28;Ávila;381;39.0;78.0;38.0;5019;40.616092,-4.929031
2020-03-28;Salamanca;882;106.0;131.0;84.0;37274;40.833333,-6.0
2020-03-28;Cádiz;447;41.0;9.0;9.0;XXXX;
2020-03-28;León;726;98.0;99.0;67.0;24089;42.666667,-6.0
2020-03-28;Almería;200;27.0;6.0;12.0;XXXX;
2020-03-28;Soria;431;59.0;49.0;26.0;42173;41.666667,-2.666667
2020-03-29;Almería;223;23.0;6.0;14.0;XXXX;
2020-03-29;León;821;95.0;118.0;77.0;24089;42.666667,-6.0
2020-03-29;Burgos;719;46.0;137.0;49.0;9059;42.383333,-3.666667
2020-03-29;Ávila;414;33.0;82.0;41.0;5019;40.616092,-4.929031
2020-03-29;Salamanca;1030;148.0;157.0;99.0;37274;40.833333,-6.0
2020-03-29;Soria;523;92.0;61.0;30.0;42173;41.666667,-2.666667
2020-03-29;Segovia;567;64.0;131.0;58.0;40004;41.166667,-4.0
2020-03-29;Palencia;262;42.0;28.0;13.0;34120;42.432128,-4.520647
2020-03-29;Valladolid;886;79.0;127.0;57.0;47186;41.583333,-4.666667
2020-03-29;Cádiz;507;60.0;10.0;13.0;XXXX;
2020-03-29;Córdoba;572;99.0;4.0;13.0;XXXX;
2020-03-29;Granada;963;103.0;15.0;66.0;XXXX;
2020-03-29;Huelva;168;37.0;2.0;4.0;XXXX;
2020-03-29;Jaén;599;98.0;17.0;23.0;XXXX;
2020-03-29;Málaga;1321;163.0;83.0;69.0;XXXX;
2020-03-29;Zamora;192;24.0;30.0;18.0;49275;41.75,-6.0
2020-03-29;Sevilla;1052;140.0;18.0;34.0;XXXX;
2020-03-30;Sevilla;1119;67.0;17.0;36.0;XXXX;
2020-03-30;Almería;251;28.0;6.0;16.0;XXXX;
